,Unnamed: 0,date,author,twitter_name,text,number_of_likes,number_of_retweets,cleaned_tweet,user_handles,hashtags,links,punct,tokenized_text,tokenizer_noStopw,stemmed_text,sentiment,score,polarity,subjectivity
160,160,1643802670000,barefoot_wanderer 👣,copatt75,"#Covid selfie, day 2 (from diagnosis), day 4 (from onselt of symptoms). https://t.co/HIYrXSR3QZ",3,0,"selfie, day 2 (from diagnosis), day 4 (from onselt of symptoms).",[],['#Covid'],[' https://t.co/HIYrXSR3QZ'],selfie day 2 from diagnosis day 4 from onselt of symptoms,"[selfie, day, 2, from, diagnosis, day, 4, from, onselt, of, symptoms]","['selfie', 'day', '2', 'diagnosis', 'day', '4', 'onselt', 'symptoms']",selfi day 2 diagnosi day 4 onselt symptom,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
161,161,1643802615000,Tim McCaffrey,genomcc,I'm a scientist that reads medical publications daily. I have the darndest time separating 'misinformation' from 'i… https://t.co/de9GLBYYlH,0,0,I'm a scientist that reads medical publications daily. I have the darndest time separating 'misinformation' from 'i…,[],[],[' https://t.co/de9GLBYYlH'],Im a scientist that reads medical publications daily I have the darndest time separating misinformation from i…,"[I, m, a, scientist, that, reads, medical, publications, daily, I, have, the, darndest, time, separating, misinformation, from, i, …]","['m', 'scientist', 'reads', 'medical', 'publications', 'daily', 'darndest', 'time', 'separating', 'misinformation', '…']",m scientist read medic public daili darndest time separ misinform …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
162,162,1643802378000,raymond johnson,raymond04489465,Remember when artist like #JoniMitchell &amp; #NeilYoung protested the government’s involvement in war saying they were… https://t.co/BGietO71az,0,0,Remember when artist like  &amp;  protested the government’s involvement in war saying they were…,[],"['#JoniMitchell', '#NeilYoung']",[' https://t.co/BGietO71az'],Remember when artist like  amp  protested the government’s involvement in war saying they were…,"[Remember, when, artist, like,  , amp,  , protested, the, government, ’s, involvement, in, war, saying, they, were, …]","['Remember', 'artist', 'like', ' ', 'amp', ' ', 'protested', 'government', 'involvement', 'war', 'saying', '…']",rememb artist like   amp   protest govern involv war say …,negative,"{'neg': 0.286, 'neu': 0.582, 'pos': 0.132, 'compound': -0.4404}",0.0,0.0
163,163,1643802023000,Buy Bulk Displays LLC,BuyBulkDisplays,"Medical Face Mask and PPE Dispenser 
Provides easy and clean access to gloves, shoe covers, face masks or caps.
SHO… https://t.co/cAjbxt9Nj3",0,0,"Medical Face Mask and PPE Dispenser 
Provides easy and clean access to gloves, shoe covers, face masks or caps.
SHO…",[],[],[' https://t.co/cAjbxt9Nj3'],"Medical Face Mask and PPE Dispenser 
Provides easy and clean access to gloves shoe covers face masks or caps
SHO…","[Medical, Face, Mask, and, PPE, Dispenser, 
, Provides, easy, and, clean, access, to, gloves, shoe, covers, face, masks, or, caps, 
, SHO, …]","['Medical', 'Face', 'Mask', 'PPE', 'Dispenser', '\n', 'Provides', 'easy', 'clean', 'access', 'gloves', 'shoe', 'covers', 'face', 'masks', 'caps', '\n', 'SHO', '…']","medic face mask ppe dispens 
 provid easi clean access glove shoe cover face mask cap 
 sho …",positive,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.6808}",0.26666666666666666,0.5111111111111112
164,164,1643801955000,BighairForever,Tokyo2019,"I think I've reached peak ""need for original lucozade"" levels of recovery now. #covid",0,0,"I think I've reached peak ""need for original lucozade"" levels of recovery now.",[],['#covid'],[],I think Ive reached peak need for original lucozade levels of recovery now,"[I, think, I, ve, reached, peak, need, for, original, lucozade, levels, of, recovery, now]","['think', 've', 'reached', 'peak', 'need', 'original', 'lucozade', 'levels', 'recovery']",think ve reach peak need origin lucozad level recoveri,positive,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.4019}",0.375,0.75
165,165,1643801773000,Sashie♚K☯☯l™,SashieKool,COVID-19 Test Result https://t.co/sFD6uJPEC0 via @YouTube #StaySafe #businessgrowth #blessed #happyhumpday #BeKind… https://t.co/SbjkjuNRLZ,0,0,COVID-19 Test Result via      …,['@YouTube'],"['#StaySafe', '#businessgrowth', '#blessed', '#happyhumpday', '#BeKind']","[' https://t.co/sFD6uJPEC0', ' https://t.co/SbjkjuNRLZ']",COVID1 Test Result via      …,"[COVID1, Test, Result, via,      , …]","['COVID1', 'Test', 'Result', '     ', '…']",covid1 test result       …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
166,166,1643801712000,Grant Rivers 🏳️‍🌈,SnowAndBeach,"#Spain has tightened its #Covid travel rules making it difficult for Brits heading abroad.

Brits will have 24 hour… https://t.co/uU6J25bF7a",1,0,"has tightened its  travel rules making it difficult for Brits heading abroad.

Brits will have 24 hour…",[],"['#Spain', '#Covid']",[' https://t.co/uU6J25bF7a'],"has tightened its  travel rules making it difficult for Brits heading abroad

Brits will have 24 hour…","[has, tightened, its,  , travel, rules, making, it, difficult, for, Brits, heading, abroad, 

, Brits, will, have, 24, hour, …]","['tightened', ' ', 'travel', 'rules', 'making', 'difficult', 'Brits', 'heading', 'abroad', '\n\n', 'Brits', '24', 'hour', '…']","tighten   travel rule make difficult brit head abroad 

 brit 24 hour …",negative,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.3612}",-0.5,1.0
167,167,1643801703000,Sollencia,Sollencia,Disaster-hit Tonga goes into lockdown after recording first local #Covid cases - CNN https://t.co/CQlhE7JSam,0,0,Disaster-hit Tonga goes into lockdown after recording first local  cases - CNN,[],['#Covid'],[' https://t.co/CQlhE7JSam'],Disasterhit Tonga goes into lockdown after recording first local  cases  CNN,"[Disasterhit, Tonga, goes, into, lockdown, after, recording, first, local,  , cases,  , CNN]","['Disasterhit', 'Tonga', 'goes', 'lockdown', 'recording', 'local', ' ', 'cases', ' ', 'CNN']",disasterhit tonga goe lockdown record local   case   cnn,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.125,0.16666666666666666
168,168,1643801670000,Any Poll,AnyPollApp,How My View of the Holocaust Was Altered During COVID... https://t.co/c31y2kSG7D #how #my #view #of #the #holocaust… https://t.co/KFQvhBbnS6,0,0,How My View of the Holocaust Was Altered During COVID...      …,[],"['#how', '#my', '#view', '#of', '#the', '#holocaust']","[' https://t.co/c31y2kSG7D', ' https://t.co/KFQvhBbnS6']",How My View of the Holocaust Was Altered During COVID      …,"[How, My, View, of, the, Holocaust, Was, Altered, During, COVID,      , …]","['View', 'Holocaust', 'Altered', 'COVID', '     ', '…']",view holocaust alter covid       …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
169,169,1643801668000,Any Poll,AnyPollApp,Austria is to make COVID jabs mandatory. Will other EU nations follow?... https://t.co/c31y2kSG7D #austria #is #to… https://t.co/oeilxgBuMi,0,0,Austria is to make COVID jabs mandatory. Will other EU nations follow?...   …,[],"['#austria', '#is', '#to']","[' https://t.co/c31y2kSG7D', ' https://t.co/oeilxgBuMi']",Austria is to make COVID jabs mandatory Will other EU nations follow   …,"[Austria, is, to, make, COVID, jabs, mandatory, Will, other, EU, nations, follow,   , …]","['Austria', 'COVID', 'jabs', 'mandatory', 'EU', 'nations', 'follow', '  ', '…']",austria covid jab mandatori eu nation follow    …,positive,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.0772}",-0.125,0.375
170,170,1643801651000,Any Poll,AnyPollApp,"Lockdowns had little or no impact on COVID-19 deaths, new study shows... https://t.co/c31y2kSG7D #lockdowns #had… https://t.co/2dTy2sza6g",0,0,"Lockdowns had little or no impact on COVID-19 deaths, new study shows...  …",[],"['#lockdowns', '#had']","[' https://t.co/c31y2kSG7D', ' https://t.co/2dTy2sza6g']",Lockdowns had little or no impact on COVID1 deaths new study shows  …,"[Lockdowns, had, little, or, no, impact, on, COVID1, deaths, new, study, shows,  , …]","['Lockdowns', 'little', 'impact', 'COVID1', 'deaths', 'new', 'study', 'shows', ' ', '…']",lockdown littl impact covid1 death new studi show   …,negative,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2315}",-0.025568181818181823,0.4772727272727273
171,171,1643801400000,Breanna Fuss,BreannaFuss,"As free, at-home #COVID-19 tests arrive in mailboxes, the deliveries are the result of a major, new logistical effo… https://t.co/MW9RPqb7ln",2,3,"As free, at-home -19 tests arrive in mailboxes, the deliveries are the result of a major, new logistical effo…",[],['#COVID'],[' https://t.co/MW9RPqb7ln'],As free athome 1 tests arrive in mailboxes the deliveries are the result of a major new logistical effo…,"[As, free, athome, 1, tests, arrive, in, mailboxes, the, deliveries, are, the, result, of, a, major, new, logistical, effo, …]","['free', 'athome', '1', 'tests', 'arrive', 'mailboxes', 'deliveries', 'result', 'major', 'new', 'logistical', 'effo', '…']",free athom 1 test arriv mailbox deliveri result major new logist effo …,positive,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.5106}",0.19962121212121212,0.5848484848484848
172,172,1643801371000,Kristina 🍀🇺🇸♥️🌍😇🐶☮️🎼🔮,KristinaJulia2,Kid Rock ‘Threatens’ to Cancel Tour Dates Over COVID Rules - Go Kid Rock! ⁦@tatianaschild⁩ #Covid  https://t.co/XaOXOVYH1P,7,3,Kid Rock ‘Threatens’ to Cancel Tour Dates Over COVID Rules - Go Kid Rock! ⁦⁩,['@tatianaschild'],['#Covid'],[' https://t.co/XaOXOVYH1P'],Kid Rock ‘Threatens’ to Cancel Tour Dates Over COVID Rules  Go Kid Rock ⁦⁩,"[Kid, Rock, ‘, Threatens, ’, to, Cancel, Tour, Dates, Over, COVID, Rules,  , Go, Kid, Rock, ⁦⁩]","['Kid', 'Rock', '‘', 'Threatens', '’', 'Cancel', 'Tour', 'Dates', 'COVID', 'Rules', ' ', 'Kid', 'Rock', '\u2066\u2069']",kid rock ‘ threaten ’ cancel tour date covid rule   kid rock ⁦⁩,negative,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.3164}",0.0,0.0
173,173,1643801220000,Bob Fryatt,bobfryatt,"Though the world recently passed the 10 billion mark of #Covid vaccine doses administered, this number could fool y… https://t.co/ri7m4k6R7o",0,0,"Though the world recently passed the 10 billion mark of  vaccine doses administered, this number could fool y…",[],['#Covid'],[' https://t.co/ri7m4k6R7o'],Though the world recently passed the 1 billion mark of  vaccine doses administered this number could fool y…,"[Though, the, world, recently, passed, the, 1, billion, mark, of,  , vaccine, doses, administered, this, number, could, fool, y, …]","['world', 'recently', 'passed', '1', 'billion', 'mark', ' ', 'vaccine', 'doses', 'administered', 'number', 'fool', 'y', '…']",world recent pass 1 billion mark   vaccin dose administ number fool y …,negative,"{'neg': 0.143, 'neu': 0.789, 'pos': 0.068, 'compound': -0.3664}",0.0,0.25
174,174,1643801182000,Sollencia,Sollencia,"South Africa eases most #COVID restrictions, citing high population immunity - NPR https://t.co/17rsaFVxEH",0,0,"South Africa eases most  restrictions, citing high population immunity - NPR",[],['#COVID'],[' https://t.co/17rsaFVxEH'],South Africa eases most  restrictions citing high population immunity  NPR,"[South, Africa, eases, most,  , restrictions, citing, high, population, immunity,  , NPR]","['South', 'Africa', 'eases', ' ', 'restrictions', 'citing', 'high', 'population', 'immunity', ' ', 'NPR']",south africa eas   restrict cite high popul immun   npr,positive,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}",0.33,0.52
175,175,1643801179000,Michael Nubaum 🎄📻🎸🎭🇺🇲,NubaumMichael,"#COVID
Lockdowns have no effect on Covid
Face masks are merely face decorations, ineffective.
Vaccines do not keep… https://t.co/xlvJvj6aRc",5,1,"Lockdowns have no effect on Covid
Face masks are merely face decorations, ineffective.
Vaccines do not keep…",[],['#COVID'],[' https://t.co/xlvJvj6aRc'],"Lockdowns have no effect on Covid
Face masks are merely face decorations ineffective
Vaccines do not keep…","[Lockdowns, have, no, effect, on, Covid, 
, Face, masks, are, merely, face, decorations, ineffective, 
, Vaccines, do, not, keep, …]","['Lockdowns', 'effect', 'Covid', '\n', 'Face', 'masks', 'merely', 'face', 'decorations', 'ineffective', '\n', 'Vaccines', '…']","lockdown effect covid 
 face mask mere face decor ineffect 
 vaccin …",negative,"{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.4019}",-0.5,0.5
176,176,1643800767000,Shawn Peeples,bugstir,"How did India which basically has the same amount of people as the US, has completely eradicated #COVID and has bee… https://t.co/AAMA8wANRO",0,0,"How did India which basically has the same amount of people as the US, has completely eradicated  and has bee…",[],['#COVID'],[' https://t.co/AAMA8wANRO'],How did India which basically has the same amount of people as the US has completely eradicated  and has bee…,"[How, did, India, which, basically, has, the, same, amount, of, people, as, the, US, has, completely, eradicated,  , and, has, bee, …]","['India', 'basically', 'people', 'completely', 'eradicated', ' ', 'bee', '…']",india basic peopl complet erad   bee …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.05,0.2625
177,177,1643800350000,"Jane ""Mask Up, Get Vaccinated &Vote Early"" Doe😷✌️",spk4whatsright,@IngrahamAngle OF COURSE @IngrahamAngle thinks there should be basically *no* health regulations of food establishm… https://t.co/peUbhLfM9i,3,0,OF COURSE  thinks there should be basically *no* health regulations of food establishm…,"['@IngrahamAngle', '@IngrahamAngle']",[],[' https://t.co/peUbhLfM9i'],OF COURSE  thinks there should be basically no health regulations of food establishm…,"[OF, COURSE,  , thinks, there, should, be, basically, no, health, regulations, of, food, establishm, …]","['COURSE', ' ', 'thinks', 'basically', 'health', 'regulations', 'food', 'establishm', '…']",cours   think basic health regul food establishm …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
178,178,1643800339000,Greg Funderburg,gfunderburgNC9,LOVE STORY:  74 and 75 year old sweethearts get married in ICU despite #cancer and #Covid https://t.co/bXCltodRMM,1,1,LOVE STORY:  74 and 75 year old sweethearts get married in ICU despite  and,[],"['#cancer', '#Covid']",[' https://t.co/bXCltodRMM'],LOVE STORY  74 and 75 year old sweethearts get married in ICU despite  and,"[LOVE, STORY,  , 74, and, 75, year, old, sweethearts, get, married, in, ICU, despite,  , and]","['LOVE', 'STORY', ' ', '74', '75', 'year', 'old', 'sweethearts', 'married', 'ICU', 'despite', ' ']",love stori   74 75 year old sweetheart marri icu despit  ,positive,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.8668}",0.2833333333333333,0.35000000000000003
179,179,1643800202000,Gate 15,Gate_15_Analyst,Don’t be fooled by fake #COVID test scammers. Here’s what to avoid https://t.co/x6jvzfzwLL,0,0,Don’t be fooled by fake  test scammers. Here’s what to avoid,[],['#COVID'],[' https://t.co/x6jvzfzwLL'],Don’t be fooled by fake  test scammers Here’s what to avoid,"[Do, n’t, be, fooled, by, fake,  , test, scammers, Here, ’s, what, to, avoid]","['fooled', 'fake', ' ', 'test', 'scammers', 'avoid']",fool fake   test scammer avoid,negative,"{'neg': 0.497, 'neu': 0.503, 'pos': 0.0, 'compound': -0.7845}",-0.5,1.0
180,180,1643800194000,Gate 15,Gate_15_Analyst,Italy chief chaplain condemns call for #COVID disobedience by police https://t.co/9IBhsxc6UZ,0,0,Italy chief chaplain condemns call for  disobedience by police,[],['#COVID'],[' https://t.co/9IBhsxc6UZ'],Italy chief chaplain condemns call for  disobedience by police,"[Italy, chief, chaplain, condemns, call, for,  , disobedience, by, police]","['Italy', 'chief', 'chaplain', 'condemns', ' ', 'disobedience', 'police']",itali chief chaplain condemn   disobedi polic,negative,"{'neg': 0.292, 'neu': 0.708, 'pos': 0.0, 'compound': -0.5106}",0.0,0.0
181,181,1643800190000,Frameshift Revolutionary,intostink,"@flying_steve @OmarAlghabra How do you know that ""neither did anything to stop/slow Omicron""?  What's that statemen… https://t.co/ZARlqKL7SM",0,0,"_steve  How do you know that ""neither did anything to stop/slow Omicron""?  What's that statemen…","['@flying', '@OmarAlghabra']",[],[' https://t.co/ZARlqKL7SM'],steve  How do you know that neither did anything to stopslow Omicron  Whats that statemen…,"[steve,  , How, do, you, know, that, neither, did, anything, to, stopslow, Omicron,  , What, s, that, statemen, …]","['steve', ' ', 'know', 'stopslow', 'Omicron', ' ', 's', 'statemen', '…']",steve   know stopslow omicron   s statemen …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
